name,id,dv,type,path,img
金合欢树叶,minecraft:leaves2,0,自然,todo,todo1
深色橡树叶,minecraft:leaves2,1,自然,todo,todo1
红树林树叶,minecraft:mangrove_leaves,0,自然,todo,todo1
杜鹃花叶,minecraft:azalea_leaves,0,自然,todo,todo1
盛开的杜鹃花树叶,minecraft:azalea_leaves_flowered,0,自然,todo,todo1
橡树苗,minecraft:sapling,0,自然,todo,todo1
云杉树苗,minecraft:sapling,1,自然,todo,todo1
桦树苗,minecraft:sapling,2,自然,todo,todo1
丛林树苗,minecraft:sapling,3,自然,todo,todo1
金合欢树苗,minecraft:sapling,4,自然,todo,todo1
深色橡树苗,minecraft:sapling,5,自然,todo,todo1
红树林繁殖体,minecraft:mangrove_propagule,0,自然,todo,todo1
蜂巢,minecraft:bee_nest,0,自然,todo,todo1
种子,minecraft:wheat_seeds,0,自然,todo,todo1
南瓜种子,minecraft:pumpkin_seeds,0,自然,todo,todo1
西瓜种子,minecraft:melon_seeds,0,自然,todo,todo1
甜菜种子,minecraft:beetroot_seeds,0,自然,todo,todo1
小麦,minecraft:wheat,0,自然,todo,todo1
甜菜根,minecraft:beetroot,0,自然,todo,todo1
马铃薯,minecraft:potato,0,自然,todo,todo1
毒马铃薯,minecraft:poisonous_potato,0,自然,todo,todo1
胡萝卜,minecraft:carrot,0,自然,todo,todo1
金胡萝卜,minecraft:golden_carrot,0,自然,todo,todo1
苹果,minecraft:apple,0,自然,todo,todo1
金苹果,minecraft:golden_apple,0,自然,todo,todo1
附魔金苹果,minecraft:enchanted_golden_apple,0,自然,todo,todo1
西瓜,minecraft:melon_block,0,自然,todo,todo1
西瓜片,minecraft:melon_slice,0,自然,todo,todo1
闪烁的西瓜片,minecraft:glistering_melon_slice,0,自然,todo,todo1
甜浆果,minecraft:sweet_berries,0,自然,todo,todo1
发光浆果,minecraft:glow_berries,0,自然,todo,todo1
南瓜,minecraft:pumpkin,0,自然,todo,todo1
雕刻过的南瓜,minecraft:carved_pumpkin,0,自然,todo,todo1
南瓜灯,minecraft:lit_pumpkin,0,自然,todo,todo1
蜜脾,minecraft:honeycomb,0,自然,todo,todo1
蕨,minecraft:tallgrass,2,自然,todo,todo1
大型蕨,minecraft:double_plant,3,自然,todo,todo1
草,minecraft:tallgrass,1,自然,todo,todo1
高草丛,minecraft:double_plant,2,自然,todo,todo1
下界苗,minecraft:nether_sprouts,0,自然,todo,todo1
火珊瑚,minecraft:coral,3,自然,todo,todo1
脑纹珊瑚,minecraft:coral,1,自然,todo,todo1
气泡珊瑚,minecraft:coral,2,自然,todo,todo1
管珊瑚,minecraft:coral,0,自然,todo,todo1
鹿角珊瑚,minecraft:coral,4,自然,todo,todo1
失活的火珊瑚,minecraft:coral,11,自然,todo,todo1
失活的脑纹珊瑚,minecraft:coral,9,自然,todo,todo1
失活的气泡珊瑚,minecraft:coral,10,自然,todo,todo1
失活的管珊瑚,minecraft:coral,8,自然,todo,todo1
失活的鹿角珊瑚,minecraft:coral,12,自然,todo,todo1
火珊瑚扇,minecraft:coral_fan,3,自然,todo,todo1
脑纹珊瑚扇,minecraft:coral_fan,1,自然,todo,todo1
气泡珊瑚扇,minecraft:coral_fan,2,自然,todo,todo1
管珊瑚扇,minecraft:coral_fan,0,自然,todo,todo1
鹿角珊瑚扇,minecraft:coral_fan,4,自然,todo,todo1
失活的火珊瑚扇,minecraft:coral_fan_dead,3,自然,todo,todo1
失活的脑纹珊瑚扇,minecraft:coral_fan_dead,1,自然,todo,todo1
失活的气泡珊瑚扇,minecraft:coral_fan_dead,2,自然,todo,todo1
失活的管珊瑚扇,minecraft:coral_fan_dead,0,自然,todo,todo1
失活的鹿角珊瑚扇,minecraft:coral_fan_dead,4,自然,todo,todo1
绯红菌索,minecraft:crimson_roots,0,自然,todo,todo1
诡异菌根,minecraft:warped_roots,0,自然,todo,todo1
蒲公英,minecraft:yellow_flower,0,自然,todo,todo1
虞美人,minecraft:red_flower,0,自然,todo,todo1
兰花,minecraft:red_flower,1,自然,todo,todo1
绒球葱,minecraft:red_flower,2,自然,todo,todo1
蓝花美耳草,minecraft:red_flower,3,自然,todo,todo1
红色郁金香,minecraft:red_flower,4,自然,todo,todo1
橙色郁金香,minecraft:red_flower,5,自然,todo,todo1
白色郁金香,minecraft:red_flower,6,自然,todo,todo1
粉红色郁金香,minecraft:red_flower,7,自然,todo,todo1
滨菊,minecraft:red_flower,8,自然,todo,todo1
矢车菊,minecraft:red_flower,9,自然,todo,todo1
铃兰,minecraft:red_flower,10,自然,todo,todo1
向日葵,minecraft:double_plant,0,自然,todo,todo1
丁香,minecraft:double_plant,1,自然,todo,todo1
玫瑰丛,minecraft:double_plant,4,自然,todo,todo1
牡丹,minecraft:double_plant,5,自然,todo,todo1
凋零玫瑰,minecraft:wither_rose,0,自然,todo,todo1
白色染料,minecraft:white_dye,0,自然,todo,todo1
淡灰色染料,minecraft:light_gray_dye,0,自然,todo,todo1
灰色染料,minecraft:gray_dye,0,自然,todo,todo1
黑色染料,minecraft:black_dye,0,自然,todo,todo1
棕色染料,minecraft:brown_dye,0,自然,todo,todo1
红色染料,minecraft:red_dye,0,自然,todo,todo1
橙色染料,minecraft:orange_dye,0,自然,todo,todo1
黄色染料,minecraft:yellow_dye,0,自然,todo,todo1
黄绿色染料,minecraft:lime_dye,0,自然,todo,todo1
绿色染料,minecraft:green_dye,0,自然,todo,todo1
青色染料,minecraft:cyan_dye,0,自然,todo,todo1
淡蓝色染料,minecraft:light_blue_dye,0,自然,todo,todo1
蓝色染料,minecraft:blue_dye,0,自然,todo,todo1
紫色染料,minecraft:purple_dye,0,自然,todo,todo1
品红色染料,minecraft:magenta_dye,0,自然,todo,todo1
粉红色染料,minecraft:pink_dye,0,自然,todo,todo1
墨囊,minecraft:ink_sac,0,自然,todo,todo1
荧光墨囊,minecraft:glow_ink_sac,0,自然,todo,todo1
可可豆,minecraft:cocoa_beans,0,自然,todo,todo1
青金石,minecraft:lapis_lazuli,0,自然,todo,todo1
骨粉,minecraft:bone_meal,0,自然,todo,todo1
藤蔓,minecraft:vine,0,自然,todo,todo1
垂泪藤,minecraft:weeping_vines,0,自然,todo,todo1
缠怨藤,minecraft:twisting_vines,0,自然,todo,todo1
睡莲,minecraft:waterlily,0,自然,todo,todo1
海草,minecraft:seagrass,0,自然,todo,todo1
海带,minecraft:kelp,0,自然,todo,todo1
枯萎的灌木,minecraft:deadbush,0,自然,todo,todo1
竹子,minecraft:bamboo,0,自然,todo,todo1
雪,minecraft:snow,0,自然,todo,todo1
冰,minecraft:ice,0,自然,todo,todo1
浮冰,minecraft:packed_ice,0,自然,todo,todo1
蓝冰,minecraft:blue_ice,0,自然,todo,todo1
顶层雪,minecraft:snow_layer,0,自然,todo,todo1
滴水石锥,minecraft:pointed_dripstone,8,自然,todo,todo1
滴水石块,minecraft:dripstone_block,0,自然,todo,todo1
苔藓地毯,minecraft:moss_carpet,0,自然,todo,todo1
苔藓块,minecraft:moss_block,0,自然,todo,todo1
缠根泥土,minecraft:dirt_with_roots,0,自然,todo,todo1
垂根,minecraft:hanging_roots,0,自然,todo,todo1
红树根,minecraft:mangrove_roots,0,自然,todo,todo1
沾泥的红树根,minecraft:muddy_mangrove_roots,0,自然,todo,todo1
大型垂滴叶,minecraft:big_dripleaf,4,自然,todo,todo1
小型垂滴叶,minecraft:small_dripleaf_block,7,自然,todo,todo1
孢子花,minecraft:spore_blossom,0,自然,todo,todo1
杜鹃花,minecraft:azalea,0,自然,todo,todo1
盛开的杜鹃花,minecraft:flowering_azalea,0,自然,todo,todo1
发光地衣,minecraft:glow_lichen,63,自然,todo,todo1
紫水晶方块,minecraft:amethyst_block,0,自然,todo,todo1
紫水晶母岩,minecraft:budding_amethyst,0,自然,todo,todo1
紫水晶簇,minecraft:amethyst_cluster,1,自然,todo,todo1
大型紫晶芽,minecraft:large_amethyst_bud,1,自然,todo,todo1
中型紫晶芽,minecraft:medium_amethyst_bud,1,自然,todo,todo1
小型紫晶芽,minecraft:small_amethyst_bud,1,自然,todo,todo1
凝灰岩,minecraft:tuff,0,自然,todo,todo1
方解石,minecraft:calcite,0,自然,todo,todo1
生鸡肉,minecraft:chicken,0,自然,todo,todo1
生猪排,minecraft:porkchop,0,自然,todo,todo1
生牛肉,minecraft:beef,0,自然,todo,todo1
生羊肉,minecraft:mutton,0,自然,todo,todo1
生兔肉,minecraft:rabbit,0,自然,todo,todo1
生鳕鱼,minecraft:cod,0,自然,todo,todo1
生鲑鱼,minecraft:salmon,0,自然,todo,todo1
热带鱼,minecraft:tropical_fish,0,自然,todo,todo1
河豚,minecraft:pufferfish,0,自然,todo,todo1
棕色蘑菇,minecraft:brown_mushroom,0,自然,todo,todo1
红蘑菇,minecraft:red_mushroom,0,自然,todo,todo1
绯红菌,minecraft:crimson_fungus,0,自然,todo,todo1
诡异真菌,minecraft:warped_fungus,0,自然,todo,todo1
棕色蘑菇方块,minecraft:brown_mushroom_block,14,自然,todo,todo1
红蘑菇方块,minecraft:red_mushroom_block,14,自然,todo,todo1
蘑菇柄,minecraft:brown_mushroom_block,15,自然,todo,todo1
蘑菇,minecraft:brown_mushroom_block,0,自然,todo,todo1
鸡蛋,minecraft:egg,0,自然,todo,todo1
甘蔗,minecraft:sugar_cane,0,自然,todo,todo1
糖,minecraft:sugar,0,自然,todo,todo1
腐肉,minecraft:rotten_flesh,0,自然,todo,todo1
骨头,minecraft:bone,0,自然,todo,todo1
蜘蛛网,minecraft:web,0,自然,todo,todo1
蜘蛛眼,minecraft:spider_eye,0,自然,todo,todo1
刷怪箱,minecraft:mob_spawner,0,自然,todo,todo1
被虫蚀的石头,minecraft:monster_egg,0,自然,todo,todo1
被虫蚀的圆石,minecraft:monster_egg,1,自然,todo,todo1
被虫蚀的石砖,minecraft:monster_egg,2,自然,todo,todo1
被虫蚀的苔石砖,minecraft:monster_egg,3,自然,todo,todo1
被虫蚀的裂纹石砖,minecraft:monster_egg,4,自然,todo,todo1
被虫蚀的錾制石砖,minecraft:monster_egg,5,自然,todo,todo1
被虫蚀的深板岩,minecraft:infested_deepslate,0,自然,todo,todo1
龙蛋,minecraft:dragon_egg,0,自然,todo,todo1
海龟蛋,minecraft:turtle_egg,0,自然,todo,todo1
青蛙卵,minecraft:frog_spawn,0,自然,todo,todo1
珠光蛙明灯,minecraft:pearlescent_froglight,0,自然,todo,todo1
青翠蛙明灯,minecraft:verdant_froglight,0,自然,todo,todo1
赭黄蛙明灯,minecraft:ochre_froglight,0,自然,todo,todo1
黑曜石,minecraft:obsidian,0,自然,todo,todo1
哭泣的黑曜石,minecraft:crying_obsidian,0,自然,todo,todo1
基岩,minecraft:bedrock,0,自然,todo,todo1
灵魂沙,minecraft:soul_sand,0,自然,todo,todo1
下界岩,minecraft:netherrack,0,自然,todo,todo1
岩浆块,minecraft:magma,0,自然,todo,todo1
下界疣,minecraft:nether_wart,0,自然,todo,todo1
末地石,minecraft:end_stone,0,自然,todo,todo1
紫颂花,minecraft:chorus_flower,0,自然,todo,todo1
紫颂植株,minecraft:chorus_plant,0,自然,todo,todo1
紫颂果,minecraft:chorus_fruit,0,自然,todo,todo1
爆裂紫颂果,minecraft:popped_chorus_fruit,0,自然,todo,todo1
海绵,minecraft:sponge,0,自然,todo,todo1
湿海绵,minecraft:sponge,1,自然,todo,todo1
管珊瑚块,minecraft:coral_block,0,自然,todo,todo1
脑纹珊瑚块,minecraft:coral_block,1,自然,todo,todo1
气泡珊瑚块,minecraft:coral_block,2,自然,todo,todo1
火珊瑚块,minecraft:coral_block,3,自然,todo,todo1
鹿角珊瑚块,minecraft:coral_block,4,自然,todo,todo1
失活的管珊瑚块,minecraft:coral_block,8,自然,todo,todo1
失活的脑纹珊瑚块,minecraft:coral_block,9,自然,todo,todo1
失活的气泡珊瑚块,minecraft:coral_block,10,自然,todo,todo1
失活的鹿角珊瑚块,minecraft:coral_block,12,自然,todo,todo1
失活的火珊瑚块,minecraft:coral_block,11,自然,todo,todo1
潜声,minecraft:sculk,0,自然,todo,todo1
幽匿脉络,minecraft:sculk_vein,0,自然,todo,todo1
幽匿催发体,minecraft:sculk_catalyst,0,自然,todo,todo1
幽匿尖啸体,minecraft:sculk_shrieker,0,自然,todo,todo1
幽匿感测体,minecraft:sculk_sensor,0,自然,todo,todo1
强化深板岩,minecraft:reinforced_deepslate,0,自然,todo,todo1
