name,id,dv,type,path,img
丛林木楼梯,minecraft:jungle_stairs,0,建筑,todo,todo1
金合欢木楼梯,minecraft:acacia_stairs,0,建筑,todo,todo1
深色橡木楼梯,minecraft:dark_oak_stairs,0,建筑,todo,todo1
红树林楼梯,minecraft:mangrove_stairs,0,建筑,todo,todo1
石砖楼梯,minecraft:stone_brick_stairs,0,建筑,todo,todo1
苔石楼梯,minecraft:mossy_stone_brick_stairs,0,建筑,todo,todo1
砂岩楼梯,minecraft:sandstone_stairs,0,建筑,todo,todo1
平滑砂岩楼梯,minecraft:smooth_sandstone_stairs,0,建筑,todo,todo1
红砂岩楼梯,minecraft:red_sandstone_stairs,0,建筑,todo,todo1
平滑红砂岩楼梯,minecraft:smooth_red_sandstone_stairs,0,建筑,todo,todo1
花岗岩楼梯,minecraft:granite_stairs,0,建筑,todo,todo1
磨制花岗岩楼梯,minecraft:polished_granite_stairs,0,建筑,todo,todo1
闪长岩楼梯,minecraft:diorite_stairs,0,建筑,todo,todo1
磨制闪长岩楼梯,minecraft:polished_diorite_stairs,0,建筑,todo,todo1
安山岩楼梯,minecraft:andesite_stairs,0,建筑,todo,todo1
磨制安山岩楼梯,minecraft:polished_andesite_stairs,0,建筑,todo,todo1
砖楼梯,minecraft:brick_stairs,0,建筑,todo,todo1
下届砖楼梯,minecraft:nether_brick_stairs,0,建筑,todo,todo1
红色下届砖楼梯,minecraft:red_nether_brick_stairs,0,建筑,todo,todo1
末地石砖楼梯,minecraft:end_brick_stairs,0,建筑,todo,todo1
石英楼梯,minecraft:quartz_stairs,0,建筑,todo,todo1
平滑石英楼梯,minecraft:smooth_quartz_stairs,0,建筑,todo,todo1
紫珀楼梯,minecraft:purpur_stairs,0,建筑,todo,todo1
海晶石楼梯,minecraft:prismarine_stairs,0,建筑,todo,todo1
暗海晶石楼梯,minecraft:dark_prismarine_stairs,0,建筑,todo,todo1
海晶石砖楼梯,minecraft:prismarine_bricks_stairs,0,建筑,todo,todo1
绯红楼梯,minecraft:crimson_stairs,0,建筑,todo,todo1
诡异楼梯,minecraft:warped_stairs,0,建筑,todo,todo1
黑石楼梯,minecraft:blackstone_stairs,0,建筑,todo,todo1
磨制黑石楼梯,minecraft:polished_blackstone_stairs,0,建筑,todo,todo1
磨制黑石砖楼梯,minecraft:polished_blackstone_brick_stairs,0,建筑,todo,todo1
切制铜块楼梯,minecraft:cut_copper_stairs,0,建筑,todo,todo1
外漏切制铜块楼梯,minecraft:exposed_cut_copper_stairs,0,建筑,todo,todo1
风化切制铜块楼梯,minecraft:weathered_cut_copper_stairs,0,建筑,todo,todo1
氧化切制铜块楼梯,minecraft:oxidized_cut_copper_stairs,0,建筑,todo,todo1
涂蜡切制铜块楼梯,minecraft:waxed_cut_copper_stairs,0,建筑,todo,todo1
斑驳的涂蜡切制铜块楼梯,minecraft:waxed_exposed_cut_copper_stairs,0,建筑,todo,todo1
锈蚀的涂蜡切制铜块楼梯,minecraft:waxed_weathered_cut_copper_stairs,0,建筑,todo,todo1
氧化的涂蜡切制铜块楼梯,minecraft:waxed_oxidized_cut_copper_stairs,0,建筑,todo,todo1
深板岩岩石楼梯,minecraft:cobbled_deepslate_stairs,0,建筑,todo,todo1
深板岩瓦楼梯,minecraft:deepslate_tile_stairs,0,建筑,todo,todo1
磨制深板岩楼梯,minecraft:polished_deepslate_stairs,0,建筑,todo,todo1
深板岩砖楼梯,minecraft:deepslate_brick_stairs,0,建筑,todo,todo1
泥砖楼梯,minecraft:mud_brick_stairs,0,建筑,todo,todo1
橡木门,minecraft:wooden_door,0,建筑,todo,todo1
云杉木门,minecraft:spruce_door,0,建筑,todo,todo1
白桦木门,minecraft:birch_door,0,建筑,todo,todo1
丛林木门,minecraft:jungle_door,0,建筑,todo,todo1
金合欢木门,minecraft:acacia_door,0,建筑,todo,todo1
深色橡木木门,minecraft:dark_oak_door,0,建筑,todo,todo1
红树林门,minecraft:mangrove_door,0,建筑,todo,todo1
铁门,minecraft:iron_door,0,建筑,todo,todo1
绯红门,minecraft:crimson_door,0,建筑,todo,todo1
诡异门,minecraft:warped_door,0,建筑,todo,todo1
橡木活板门,minecraft:trapdoor,0,建筑,todo,todo1
云杉木活板门,minecraft:spruce_trapdoor,0,建筑,todo,todo1
白桦木活板门,minecraft:birch_trapdoor,0,建筑,todo,todo1
丛林木活板门,minecraft:jungle_trapdoor,0,建筑,todo,todo1
金合欢木活板门,minecraft:acacia_trapdoor,0,建筑,todo,todo1
深色橡木活板门,minecraft:dark_oak_trapdoor,0,建筑,todo,todo1
红树林活板门,minecraft:mangrove_trapdoor,0,建筑,todo,todo1
铁活板门,minecraft:iron_trapdoor,0,建筑,todo,todo1
绯红活板门,minecraft:crimson_trapdoor,0,建筑,todo,todo1
诡异木活板门,minecraft:warped_trapdoor,0,建筑,todo,todo1
铁栏杆,minecraft:iron_bars,0,建筑,todo,todo1
玻璃,minecraft:glass,0,建筑,todo,todo1
白色玻璃,minecraft:stained_glass,0,建筑,todo,todo1
淡灰色玻璃,minecraft:stained_glass,8,建筑,todo,todo1
灰色玻璃,minecraft:stained_glass,7,建筑,todo,todo1
黑色玻璃,minecraft:stained_glass,15,建筑,todo,todo1
棕色玻璃,minecraft:stained_glass,12,建筑,todo,todo1
红色玻璃,minecraft:stained_glass,14,建筑,todo,todo1
橙色玻璃,minecraft:stained_glass,1,建筑,todo,todo1
黄色玻璃,minecraft:stained_glass,4,建筑,todo,todo1
黄绿色玻璃,minecraft:stained_glass,5,建筑,todo,todo1
绿色玻璃,minecraft:stained_glass,13,建筑,todo,todo1
青色玻璃,minecraft:stained_glass,9,建筑,todo,todo1
淡蓝色玻璃,minecraft:stained_glass,3,建筑,todo,todo1
蓝色玻璃,minecraft:stained_glass,11,建筑,todo,todo1
紫色玻璃,minecraft:stained_glass,10,建筑,todo,todo1
品红色玻璃,minecraft:stained_glass,2,建筑,todo,todo1
粉红色玻璃,minecraft:stained_glass,6,建筑,todo,todo1
遮光玻璃,minecraft:tinted_glass,0,建筑,todo,todo1
玻璃板,minecraft:glass_pane,0,建筑,todo,todo1
白色玻璃板,minecraft:stained_glass_pane,0,建筑,todo,todo1
淡灰色玻璃板,minecraft:stained_glass_pane,8,建筑,todo,todo1
灰色玻璃板,minecraft:stained_glass_pane,7,建筑,todo,todo1
黑色玻璃板,minecraft:stained_glass_pane,15,建筑,todo,todo1
棕色玻璃板,minecraft:stained_glass_pane,12,建筑,todo,todo1
红色玻璃板,minecraft:stained_glass_pane,14,建筑,todo,todo1
橙色玻璃板,minecraft:stained_glass_pane,1,建筑,todo,todo1
黄色玻璃板,minecraft:stained_glass_pane,4,建筑,todo,todo1
黄绿色玻璃版,minecraft:stained_glass_pane,5,建筑,todo,todo1
绿色玻璃板,minecraft:stained_glass_pane,13,建筑,todo,todo1
青色玻璃版,minecraft:stained_glass_pane,9,建筑,todo,todo1
淡蓝色玻璃板,minecraft:stained_glass_pane,3,建筑,todo,todo1
蓝色玻璃板,minecraft:stained_glass_pane,11,建筑,todo,todo1
紫色玻璃板,minecraft:stained_glass_pane,10,建筑,todo,todo1
品红色玻璃板,minecraft:stained_glass_pane,2,建筑,todo,todo1
粉红色玻璃板,minecraft:stained_glass_pane,6,建筑,todo,todo1
梯子,minecraft:ladder,0,建筑,todo,todo1
脚手架,minecraft:scaffolding,0,建筑,todo,todo1
平滑石台阶,minecraft:stone_block_slab,0,建筑,todo,todo1
石台阶,minecraft:stone_block_slab4,2,建筑,todo,todo1
圆石台阶,minecraft:stone_block_slab,3,建筑,todo,todo1
苔圆石台阶,minecraft:stone_block_slab2,5,建筑,todo,todo1
橡木台阶,minecraft:wooden_slab,0,建筑,todo,todo1
云杉木台阶,minecraft:wooden_slab,1,建筑,todo,todo1
白桦木台阶,minecraft:wooden_slab,2,建筑,todo,todo1
丛林台阶,minecraft:wooden_slab,3,建筑,todo,todo1
金合欢台阶,minecraft:wooden_slab,4,建筑,todo,todo1
深色橡木台阶,minecraft:wooden_slab,5,建筑,todo,todo1
红树林台阶,minecraft:mangrove_slab,0,建筑,todo,todo1
石砖台阶,minecraft:stone_block_slab,5,建筑,todo,todo1
苔石砖台阶,minecraft:stone_block_slab4,0,建筑,todo,todo1
砂岩台阶,minecraft:stone_block_slab,1,建筑,todo,todo1
切制砂岩台阶,minecraft:stone_block_slab4,3,建筑,todo,todo1
平滑砂岩台阶,minecraft:stone_block_slab2,6,建筑,todo,todo1
红砂岩台阶,minecraft:stone_block_slab2,0,建筑,todo,todo1
切制红砂岩台阶,minecraft:stone_block_slab4,4,建筑,todo,todo1
平滑红砂岩台阶,minecraft:stone_block_slab3,1,建筑,todo,todo1
花岗岩台阶,minecraft:stone_block_slab3,6,建筑,todo,todo1
磨制花岗岩台阶,minecraft:stone_block_slab3,7,建筑,todo,todo1
闪长岩台阶,minecraft:stone_block_slab3,4,建筑,todo,todo1
磨制闪长岩台阶,minecraft:stone_block_slab3,5,建筑,todo,todo1
安山岩台阶,minecraft:stone_block_slab3,3,建筑,todo,todo1
磨制安山岩台阶,minecraft:stone_block_slab3,2,建筑,todo,todo1
砖台阶,minecraft:stone_block_slab,4,建筑,todo,todo1
下届砖台阶,minecraft:stone_block_slab,7,建筑,todo,todo1
红色下届砖台阶,minecraft:stone_block_slab2,7,建筑,todo,todo1
末地石台阶,minecraft:stone_block_slab3,0,建筑,todo,todo1
石英台阶,minecraft:stone_block_slab,6,建筑,todo,todo1
平滑石英台阶,minecraft:stone_block_slab4,1,建筑,todo,todo1
紫珀台阶,minecraft:stone_block_slab2,1,建筑,todo,todo1
海晶石台阶,minecraft:stone_block_slab2,2,建筑,todo,todo1
暗海晶石台阶,minecraft:stone_block_slab2,3,建筑,todo,todo1
海晶石砖台阶,minecraft:stone_block_slab2,4,建筑,todo,todo1
绯红台阶,minecraft:crimson_slab,0,建筑,todo,todo1
诡异木台阶,minecraft:warped_slab,0,建筑,todo,todo1
黑石台阶,minecraft:blackstone_slab,0,建筑,todo,todo1
磨制黑石台阶,minecraft:polished_blackstone_slab,0,建筑,todo,todo1
磨制黑石砖台阶,minecraft:polished_blackstone_brick_slab,0,建筑,todo,todo1
切制铜块台阶,minecraft:cut_copper_slab,0,建筑,todo,todo1
外露切制铜块台阶,minecraft:exposed_cut_copper_slab,0,建筑,todo,todo1
风化切制铜块台阶,minecraft:weathered_cut_copper_slab,0,建筑,todo,todo1
氧化切制铜块台阶,minecraft:oxidized_cut_copper_slab,0,建筑,todo,todo1
涂蜡切制铜块台阶,minecraft:waxed_cut_copper_slab,0,建筑,todo,todo1
斑驳的涂蜡切制铜块台阶,minecraft:waxed_exposed_cut_copper_slab,0,建筑,todo,todo1
锈蚀的涂蜡切制铜块台阶,minecraft:waxed_weathered_cut_copper_slab,0,建筑,todo,todo1
氧化的涂蜡切制铜块台阶,minecraft:waxed_oxidized_cut_copper_slab,0,建筑,todo,todo1
深板岩圆石台阶,minecraft:cobbled_deepslate_slab,0,建筑,todo,todo1
磨制深板岩台阶,minecraft:polished_deepslate_slab,0,建筑,todo,todo1
深板岩瓦台阶,minecraft:deepslate_tile_slab,0,建筑,todo,todo1
深板岩砖台阶,minecraft:deepslate_brick_slab,0,建筑,todo,todo1
泥砖台阶,minecraft:mud_brick_slab,0,建筑,todo,todo1
砖块,minecraft:brick_block,0,建筑,todo,todo1
錾制下届砖,minecraft:chiseled_nether_bricks,0,建筑,todo,todo1
裂纹下届砖,minecraft:cracked_nether_bricks,0,建筑,todo,todo1
石英砖,minecraft:quartz_bricks,0,建筑,todo,todo1
石砖,minecraft:stonebrick,0,建筑,todo,todo1
苔石砖,minecraft:stonebrick,1,建筑,todo,todo1
裂纹石砖,minecraft:stonebrick,2,建筑,todo,todo1
錾制石砖,minecraft:stonebrick,3,建筑,todo,todo1
末地石砖 ,minecraft:end_bricks,0,建筑,todo,todo1
海景石砖,minecraft:prismarine,2,建筑,todo,todo1
磨制黑石砖,minecraft:polished_blackstone_bricks,0,建筑,todo,todo1
裂纹磨制黑石砖,minecraft:cracked_polished_blackstone_bricks,0,建筑,todo,todo1
镀金黑石,minecraft:gilded_blackstone,0,建筑,todo,todo1
錾制磨制黑石,minecraft:chiseled_polished_blackstone,0,建筑,todo,todo1
深板岩瓦,minecraft:deepslate_tiles,0,建筑,todo,todo1
裂纹深板岩瓦,minecraft:cracked_deepslate_tiles,0,建筑,todo,todo1
深板岩砖,minecraft:deepslate_bricks,0,建筑,todo,todo1
裂纹深板岩砖,minecraft:cracked_deepslate_bricks,0,建筑,todo,todo1
錾制深板岩,minecraft:chiseled_deepslate,0,建筑,todo,todo1
圆石,minecraft:cobblestone,0,建筑,todo,todo1
苔圆石,minecraft:mossy_cobblestone,0,建筑,todo,todo1
深板岩圆石,minecraft:cobbled_deepslate,0,建筑,todo,todo1
平滑石,minecraft:smooth_stone,0,建筑,todo,todo1
砂岩,minecraft:sandstone,0,建筑,todo,todo1
錾制砂岩,minecraft:sandstone,1,建筑,todo,todo1
切制砂岩,minecraft:sandstone,2,建筑,todo,todo1
平滑砂岩,minecraft:sandstone,3,建筑,todo,todo1
红砂岩,minecraft:red_sandstone,0,建筑,todo,todo1
錾制红砂岩,minecraft:red_sandstone,1,建筑,todo,todo1
切制红砂岩,minecraft:red_sandstone,2,建筑,todo,todo1
平滑红砂岩,minecraft:red_sandstone,3,建筑,todo,todo1
煤炭块,minecraft:coal_block,0,建筑,todo,todo1
干海带块,minecraft:dried_kelp_block,0,建筑,todo,todo1
金块,minecraft:gold_block,0,建筑,todo,todo1
铁块,minecraft:iron_block,0,建筑,todo,todo1
铜方块,minecraft:copper_block,0,建筑,todo,todo1
斑驳的铜块,minecraft:exposed_copper,0,建筑,todo,todo1
锈蚀的铜块,minecraft:weathered_copper,0,建筑,todo,todo1
氧化的铜块,minecraft:oxidized_copper,0,建筑,todo,todo1
涂蜡的铜方块,minecraft:waxed_copper,0,建筑,todo,todo1
斑驳的涂蜡铜块,minecraft:waxed_exposed_copper,0,建筑,todo,todo1
锈蚀的涂蜡铜块,minecraft:waxed_weathered_copper,0,建筑,todo,todo1
氧化的涂蜡铜块,minecraft:waxed_oxidized_copper,0,建筑,todo,todo1
切制铜块,minecraft:cut_copper,0,建筑,todo,todo1
外露切制铜块,minecraft:exposed_cut_copper,0,建筑,todo,todo1
风化切制铜块,minecraft:weathered_cut_copper,0,建筑,todo,todo1
氧化切制铜块,minecraft:oxidized_cut_copper,0,建筑,todo,todo1
涂蜡切制铜块,minecraft:waxed_cut_copper,0,建筑,todo,todo1
斑驳的涂蜡切制铜块,minecraft:waxed_exposed_cut_copper,0,建筑,todo,todo1
锈蚀的涂蜡切制铜块,minecraft:waxed_weathered_cut_copper,0,建筑,todo,todo1
氧化的涂蜡切制铜块,minecraft:waxed_oxidized_cut_copper,0,建筑,todo,todo1
绿宝石块,minecraft:emerald_block,0,建筑,todo,todo1
钻石块,minecraft:diamond_block,0,建筑,todo,todo1
青金石块,minecraft:lapis_block,0,建筑,todo,todo1
粗铁块,minecraft:raw_iron_block,0,建筑,todo,todo1
粗铜块,minecraft:raw_copper_block,0,建筑,todo,todo1
粗金块,minecraft:raw_gold_block,0,建筑,todo,todo1
石英块,minecraft:quartz_block,0,建筑,todo,todo1
石英柱,minecraft:quartz_block,2,建筑,todo,todo1
錾制石英块,minecraft:quartz_block,1,建筑,todo,todo1
平滑石英块,minecraft:quartz_block,3,建筑,todo,todo1
海晶石,minecraft:prismarine,0,建筑,todo,todo1
暗海晶石,minecraft:prismarine,1,建筑,todo,todo1
粘液块,minecraft:slime,0,建筑,todo,todo1
蜂蜜方块,minecraft:honey_block,0,建筑,todo,todo1
蜜脾块,minecraft:honeycomb_block,0,建筑,todo,todo1
干草块,minecraft:hay_block,0,建筑,todo,todo1
骨块,minecraft:bone_block,0,建筑,todo,todo1
下届砖块,minecraft:nether_brick,0,建筑,todo,todo1
红色下届砖,minecraft:red_nether_brick,0,建筑,todo,todo1
下届合金块,minecraft:netherite_block,0,建筑,todo,todo1
磁石,minecraft:lodestone,0,建筑,todo,todo1
白色羊毛,minecraft:white_wool,0,建筑,todo,todo1
淡灰色羊毛,minecraft:light_gray_wool,0,建筑,todo,todo1
灰色羊毛,minecraft:gray_wool,0,建筑,todo,todo1
黑色羊毛,minecraft:black_wool,0,建筑,todo,todo1
棕色羊毛,minecraft:brown_wool,0,建筑,todo,todo1
红色羊毛,minecraft:red_wool,0,建筑,todo,todo1
橙色羊毛,minecraft:orange_wool,0,建筑,todo,todo1
黄色羊毛,minecraft:yellow_wool,0,建筑,todo,todo1
黄绿色羊毛,minecraft:lime_wool,0,建筑,todo,todo1
绿色羊毛,minecraft:green_wool,0,建筑,todo,todo1
青色羊毛,minecraft:cyan_wool,0,建筑,todo,todo1
淡蓝色羊毛,minecraft:light_blue_wool,0,建筑,todo,todo1
蓝色羊毛,minecraft:blue_wool,0,建筑,todo,todo1
紫色羊毛,minecraft:purple_wool,0,建筑,todo,todo1
品红色羊毛,minecraft:magenta_wool,0,建筑,todo,todo1
粉红色羊毛,minecraft:pink_wool,0,建筑,todo,todo1
白色地毯,minecraft:carpet,0,建筑,todo,todo1
淡灰色地毯,minecraft:carpet,8,建筑,todo,todo1
灰色地毯,minecraft:carpet,7,建筑,todo,todo1
黑色地毯,minecraft:carpet,15,建筑,todo,todo1
棕色地毯,minecraft:carpet,12,建筑,todo,todo1
红色地毯,minecraft:carpet,14,建筑,todo,todo1
橙色地毯,minecraft:carpet,1,建筑,todo,todo1
黄色地毯,minecraft:carpet,4,建筑,todo,todo1
黄绿色地毯,minecraft:carpet,5,建筑,todo,todo1
绿色地毯,minecraft:carpet,13,建筑,todo,todo1
青色地毯,minecraft:carpet,9,建筑,todo,todo1
淡蓝色地毯,minecraft:carpet,3,建筑,todo,todo1
蓝色地毯,minecraft:carpet,11,建筑,todo,todo1
紫色地毯,minecraft:carpet,10,建筑,todo,todo1
品红色地毯,minecraft:carpet,2,建筑,todo,todo1
粉红色地毯,minecraft:carpet,6,建筑,todo,todo1
白色混凝土粉末,minecraft:concrete_powder,0,建筑,todo,todo1
淡灰色混凝土粉末,minecraft:concrete_powder,8,建筑,todo,todo1
灰色混凝土粉末,minecraft:concrete_powder,7,建筑,todo,todo1
黑色混凝土粉末,minecraft:concrete_powder,15,建筑,todo,todo1
棕色混凝土粉末,minecraft:concrete_powder,12,建筑,todo,todo1
红色混凝土粉末,minecraft:concrete_powder,14,建筑,todo,todo1
橙色混凝土粉末,minecraft:concrete_powder,1,建筑,todo,todo1
黄色混凝土粉末,minecraft:concrete_powder,4,建筑,todo,todo1
黄绿色混凝土粉末,minecraft:concrete_powder,5,建筑,todo,todo1
绿色混凝土粉末,minecraft:concrete_powder,13,建筑,todo,todo1
青色混凝土粉末,minecraft:concrete_powder,9,建筑,todo,todo1
淡蓝色混凝土粉末,minecraft:concrete_powder,3,建筑,todo,todo1
蓝色混凝土粉末,minecraft:concrete_powder,11,建筑,todo,todo1
紫色混凝土粉末,minecraft:concrete_powder,10,建筑,todo,todo1
品红色混凝土粉末,minecraft:concrete_powder,2,建筑,todo,todo1
粉红色混凝土粉末,minecraft:concrete_powder,6,建筑,todo,todo1
白色混凝土,minecraft:concrete,0,建筑,todo,todo1
淡灰色混凝土,minecraft:concrete,8,建筑,todo,todo1
灰色混凝土,minecraft:concrete,7,建筑,todo,todo1
黑色混凝土,minecraft:concrete,15,建筑,todo,todo1
棕色混凝土,minecraft:concrete,12,建筑,todo,todo1
红色混凝土,minecraft:concrete,14,建筑,todo,todo1
橙色混凝土,minecraft:concrete,1,建筑,todo,todo1
黄色混凝土,minecraft:concrete,4,建筑,todo,todo1
黄绿色混凝土,minecraft:concrete,5,建筑,todo,todo1
粘土块,minecraft:clay,0,建筑,todo,todo1
陶瓦,minecraft:hardened_clay,0,建筑,todo,todo1
白色陶瓦,minecraft:stained_hardened_clay,0,建筑,todo,todo1
淡灰色陶瓦,minecraft:stained_hardened_clay,8,建筑,todo,todo1
灰色陶瓦,minecraft:stained_hardened_clay,7,建筑,todo,todo1
黑色陶瓦,minecraft:stained_hardened_clay,15,建筑,todo,todo1
棕色陶瓦,minecraft:stained_hardened_clay,12,建筑,todo,todo1
红色陶瓦,minecraft:stained_hardened_clay,14,建筑,todo,todo1
橙色陶瓦,minecraft:stained_hardened_clay,1,建筑,todo,todo1
黄色陶瓦,minecraft:stained_hardened_clay,4,建筑,todo,todo1
黄绿色陶瓦,minecraft:stained_hardened_clay,5,建筑,todo,todo1
绿色陶瓦,minecraft:stained_hardened_clay,13,建筑,todo,todo1
青色陶瓦,minecraft:stained_hardened_clay,9,建筑,todo,todo1
淡蓝色陶瓦,minecraft:stained_hardened_clay,3,建筑,todo,todo1
蓝色陶瓦,minecraft:stained_hardened_clay,11,建筑,todo,todo1
紫色陶瓦,minecraft:stained_hardened_clay,10,建筑,todo,todo1
品红色陶瓦,minecraft:stained_hardened_clay,2,建筑,todo,todo1
粉红色陶瓦,minecraft:stained_hardened_clay,6,建筑,todo,todo1
白色带釉陶瓦,minecraft:white_glazed_terracotta,0,建筑,todo,todo1
淡灰色带釉陶瓦,minecraft:silver_glazed_terracotta,0,建筑,todo,todo1
灰色带釉陶瓦,minecraft:gray_glazed_terracotta,0,建筑,todo,todo1
黑色带釉陶瓦,minecraft:black_glazed_terracotta,0,建筑,todo,todo1
棕色带釉陶瓦,minecraft:brown_glazed_terracotta,0,建筑,todo,todo1
红色带釉陶瓦,minecraft:red_glazed_terracotta,0,建筑,todo,todo1
橙色带釉陶瓦,minecraft:orange_glazed_terracotta,0,建筑,todo,todo1
黄色带釉陶瓦,minecraft:yellow_glazed_terracotta,0,建筑,todo,todo1
黄绿色带釉陶瓦,minecraft:lime_glazed_terracotta,0,建筑,todo,todo1
绿色带釉陶瓦,minecraft:green_glazed_terracotta,0,建筑,todo,todo1
青色带釉陶瓦,minecraft:cyan_glazed_terracotta,0,建筑,todo,todo1
淡蓝色带釉陶瓦,minecraft:light_blue_glazed_terracotta,0,建筑,todo,todo1
蓝色带釉陶瓦,minecraft:blue_glazed_terracotta,0,建筑,todo,todo1
紫色带釉陶瓦,minecraft:purple_glazed_terracotta,0,建筑,todo,todo1
品红色带釉陶瓦,minecraft:magenta_glazed_terracotta,0,建筑,todo,todo1
粉红色带釉陶瓦,minecraft:pink_glazed_terracotta,0,建筑,todo,todo1
紫珀方块,minecraft:purpur_block,0,建筑,todo,todo1
紫珀柱子,minecraft:purpur_block,2,建筑,todo,todo1
填充泥浆,minecraft:packed_mud,0,建筑,todo,todo1
泥砖,minecraft:mud_bricks,0,建筑,todo,todo1
